Id,name,category,description,lat,long,year,money_raised
52cdef7d4bab8bd675298c00,Agent Shield Technologies,ecommerce,,26.402414,-81.806962,2007,$0
52cdef7d4bab8bd675298bfe,Axentra,software,,45.427398,-75.689871,1999,$6M
52cdef7d4bab8bd675298c01,IndieFlix,games_video,,47.634731,-122.27962,2005,$0
52cdef7d4bab8bd675298bf9,Cloudmark,security,Carrier-Grade Messaging Security,37.779507,-122.39071,2001,$38.5M
52cdef7d4bab8bd675298c0b,Kooky Plan,public_relations,,25.896634,-80.131287,2007,$0
52cdef7d4bab8bd675298c05,GreenNote,web,Student Lending Site,37.492685,-122.227765,2007,$4.2M
52cdef7d4bab8bd675298c0c,postica,software,,43.67736,-79.31364,2007,$0
52cdef7d4bab8bd675298c09,Vaultus Mobile,mobile,Mobile software company,42.350359,-71.0506234,2000,$6M
52cdef7d4bab8bd675298c06,BelAir Networks,mobile,,45.348158,-75.923844,2002,$43.4M
52cdef7d4bab8bd675298c1a,Neo Code Software,software,,49.280665,-123.105347,2002,$0
52cdef7d4bab8bd675298c1b,The Television Writers Vault,games_video,,33.228284,-116.995957,2005,$0
52cdef7d4bab8bd675298c19,Fabric Interactive,consulting,,34.0748,-118.288536,2001,$0
52cdef7d4bab8bd675298c1f,gate5,mobile,,52.52348,13.411494,1999,€11.5M
52cdef7d4bab8bd675298c20,RMW Web Publishing,web,Web Development Studio,-33.41978,149.574258,2000,$0
52cdef7d4bab8bd675298c21,Blogpire Productions,other,,42.417283,-71.182488,2004,$0
52cdef7d4bab8bd675298c23,UNIFLIP,enterprise,Self-Publishing service,55.5750169,12.2427647,2007,$0
52cdef7d4bab8bd675298c24,Cam-Trax Technologies,games_video,Game Controller Software,31.046051,34.851612,2007,$200k
52cdef7d4bab8bd675298c22,Xtract,advertising,Social marketing and intelligence,60.192614,25.029023,2001,€3.5M
52cdef7d4bab8bd675298c2a,M:Metrics,mobile,Mobile Media Measurements,47.620716,-122.347533,2004,$18M
52cdef7d4bab8bd675298c2d,Jambool,finance,Virtual Economic Platform,37.782101,-122.389519,2006,$6M
52cdef7d4bab8bd675298c2f,B-hive Networks,software,Infrastructure Manager,37.536402,-122.325129,2005,$7.5M
52cdef7d4bab8bd675298c33,Monsoon Multimedia,hardware,,37.557186,-122.300508,2004,$0
52cdef7d4bab8bd675298c32,DigiSynd,advertising,"packaging, syndication, and marketing",34.152528,-118.339013,2007,$0
52cdef7d4bab8bd675298c34,zebraspot design,network_hosting,,43.540164,-80.261776,2004,$0
52cdef7d4bab8bd675298c35,FanDriveMedia,mobile,,33.861093,-84.339506,2005,$0
52cdef7d4bab8bd675298c36,VendorCity,enterprise,B2B Recommendations,42.892015,-71.170434,2008,$0
52cdef7d4bab8bd675298c31,DisputeSuite,software,,28.262756,-82.728466,2006,$0
52cdef7d4bab8bd675298c37,Elevator Up,consulting,helping ideas startup & grow,42.813865,-86.023846,2004,$0
52cdef7d4bab8bd675298c3b,Versaly Entertainment,mobile,,47.626479,-122.205149,2000,$0
52cdef7d4bab8bd675298c40,BrandDoozie,software,,33.647105,-117.73424,2006,$0
52cdef7d4bab8bd675298c44,TNR Global,enterprise,,42.5878,-72.6003,2004,$0
52cdef7d4bab8bd675298c42,Plurk,web,Microblogging Service,43.657979,-79.603622,2008,$0
52cdef7d4bab8bd675298c43,MicroGiving,web,,26.527099,-80.057157,2007,$0
52cdef7d4bab8bd675298c4e,ViewScore,,,37.447449,-122.1600432,2004,$0
52cdef7d4bab8bd675298c4f,Capital Window,other,,33.201602,-117.243469,2006,$0
52cdef7d4bab8bd675298c53,Manam Infotech,software,,12.975531,77.653739,2008,$0
52cdef7d4bab8bd675298c50,Hive7,games_video,,37.44296,-122.151198,2006,$0
52cdef7d4bab8bd675298c52,PRunderground,public_relations,Press Release Distributor,41.395013,-73.614577,2008,$0
52cdef7d4bab8bd675298c3f,Pinch Media,software,mobile development tools,40.757929,-73.985506,2008,$560k
52cdef7d4bab8bd675298c55,BizAg,search,,37.09024,-95.712891,2008,$0
52cdef7d4bab8bd675298c5a,Ucareer,web,Career Website,30.275261,-97.763987,2008,$0
52cdef7d4bab8bd675298c5c,Ipoki,mobile,GPS tracking Online & sharing position,43.371491,-8.39597,2007,$0
52cdef7d4bab8bd675298c5d,Camp BizSmart,other,Teen entrepreneur academy,37.2264,-121.9738,2007,$0
52cdef7d4bab8bd675298c5f,Outalot,mobile,,42.340507,-83.077186,2007,$0
52cdef7d4bab8bd675298c5e,NeuroVigil,biotech,analysis of brain signal,32.847521,-117.274609,2007,$250k
52cdef7d4bab8bd675298c63,Viewpath,public_relations,,47.620588,-122.180259,2006,$0
52cdef7d4bab8bd675298c66,ClassMarker,web,,55.378051,-3.435973,2006,$0
52cdef7d4bab8bd675298c6b,DormTrader,web,"Campus Marketplace, Social Library",42.010632,-87.66831,2008,$0
52cdef7d4bab8bd675298c71,MESOMOCO,web,Mental Health Social Network,54.211373,-0.469586,2008,$0
52cdef7d4bab8bd675298c72,Cubic Lime,enterprise,,1.280574,103.82392,2007,$0
52cdef7d4bab8bd675298c6d,Offbeat Guides,web,Customized Travel Guides,37.788408,-122.405412,2007,$0
52cdef7d4bab8bd675298c74,snuzu,games_video,Music Listening Status Updates,41.3083,-72.9287,2008,$0
52cdef7d4bab8bd675298c75,Interpolls,,,34.048573,-118.25957,1999,$0
52cdef7d4bab8bd675298c75,Interpolls,,,40.7534549,-73.9724886,1999,$0
52cdef7d4bab8bd675298c78,MissGift,other,,40.737363,-73.983665,2005,$0
52cdef7d4bab8bd675298c73,Sazell,web,Social Tools for Publishers,51.500152,-0.126236,2008,$0
52cdef7d4bab8bd675298c77,Docoloco,web,Local Recommendations,-37.79249,145.001001,2007,$0
52cdef7d4bab8bd675298c7b,Cypal Solutions,software,,20.593684,78.96288,2006,$0
52cdef7d4bab8bd675298c7f,NetProspex,analytics,Verified B2B Contacts,42.375034,-71.251069,2006,$14.5M
52cdef7d4bab8bd675298c7d,Jigsaw,web,,37.552806,-122.291602,2003,$18M
52cdef7d4bab8bd675298c82,Thinkwell,software,,30.265557,-97.73151,1999,$0
52cdef7d4bab8bd675298c88,WuChess,web,,26.95537,-80.108232,2008,$0
52cdef7d4bab8bd675298c89,TriFame,games_video,Media Sharing and voting network,27.698682,-83.804475,2008,$0
52cdef7d4bab8bd675298c8f,Lookeen,search,,49.009455,8.407167,2003,$0
52cdef7d4bab8bd675298c90,No Star Clothing,other,,45.53467,-122.626386,2000,$0
52cdef7d4bab8bd675298c86,Ozmo Devices,hardware,WiFi Communication Technology Developer,37.446152,-122.117722,2004,$37.5M
52cdef7d4bab8bd675298c94,Wazzala,web,,37.09024,-95.712891,2008,$0
52cdef7d4bab8bd675298c9b,bendecho,games_video,,48.185529,11.603542,2007,$0
52cdef7d4bab8bd675298c9a,earth album,web,,42.389781,-71.239247,2006,$0
52cdef7d4bab8bd675298c92,Navic Networks,advertising,Real Time TV Advertising,42.375518,-71.272292,2000,$42M
52cdef7d4bab8bd675298ca2,Orbster,mobile,Location Based Games,49.0092558,8.4102781,2008,€500k
52cdef7d4bab8bd675298ca6,NitroDesk,software,"Highly secure, manageable Email client",47.584975,-122.132013,2008,$0
52cdef7d4bab8bd675298ca8,YTB,web,Online Travel Facilitator,38.85872,-90.069122,2001,$0
52cdef7d4bab8bd675298c9e,Medallia,software,Customer Experience (CX) Software,37.4520239,-122.1797053,2002,$55M
52cdef7d4bab8bd675298cad,Internet Mall,ecommerce,Online retailer in Czech republic,49.817492,15.472962,2000,€73M
52cdef7d4bab8bd675298caa,TuneCore,games_video,,40.704382,-73.986572,2005,$7M
52cdef7d4bab8bd675298cbc,FoxyMelody,web,,40.74149,-74.000709,2005,$0
52cdef7d4bab8bd675298cae,Cooliris,web,Immersive media experiences,37.421447,-122.141604,2006,$28.1M
52cdef7d4bab8bd675298cc0,Monkiri,public_relations,ScreenShot editing and pulblishing,18.569305,73.83237,2008,$0
52cdef7d4bab8bd675298cc8,ArtFlock,web,online art marketplace and community,52.2919851,-1.5357872,2007,$0
52cdef7d4bab8bd675298cc6,MarketSimplified,mobile,,41.879535,-87.624333,2007,$0
52cdef7d4bab8bd675298cc6,MarketSimplified,mobile,,13.060416,80.249634,2007,$0
52cdef7d4bab8bd675298cc4,Crowd Science,web,Online Market Research,37.419041,-122.087471,2007,$2M
52cdef7d4bab8bd675298cc4,Crowd Science,web,Online Market Research,43.712309,-79.399538,2007,$2M
52cdef7d4bab8bd675298cc1,Vindicia,analytics,SaaS Marketing & Billing,37.538418,-122.252115,2003,$37.6M
52cdef7d4bab8bd675298cd1,Maitre'D POS,software,,47.70903,-122.320556,1999,$0
52cdef7d4bab8bd675298cd0,BumpTop,software,3D Desktops,43.648786,-79.3777473,2007,$1.65M
52cdef7d4bab8bd675298cb5,Avaya,software,,37.398076,-121.977333,2000,$0
52cdef7d4bab8bd675298cb5,Avaya,software,,40.694956,-74.577599,2000,$0
52cdef7d4bab8bd675298ccf,SurveyGizmo,software,Online survey software,40.031015,-105.227764,2006,$0
52cdef7d4bab8bd675298cd3,Limbo,mobile,mobile social network,37.580304,-122.343679,2005,$27.1M
52cdef7d4bab8bd675298cce,Dizzywood,games_video,Tween Virtual World,37.269175,-119.306607,2007,$2M
52cdef7d4bab8bd675298cda,Coolboysoft,software,,56.130366,-106.346771,2007,$0
52cdef7d4bab8bd675298cde,Majides,web,,36.204824,138.252924,2007,$0
52cdef7d4bab8bd675298cdf,TickerHound,web,,40.728623,-73.991924,2007,$0
52cdef7d4bab8bd675298ce3,Plentitube,ecommerce,Online Media Marketplace,40.749277,-73.978733,2008,$0
52cdef7d4bab8bd675298ce2,BrandYourself,web,Take Control of Your Own Search Results,42.275263,-71.24762,2009,$1.5M
52cdef7d4bab8bd675298cee,Addoursearch,search,Search Browser plug-in,46.848954,-92.201418,2008,$0
52cdef7d4bab8bd675298ced,LyricFind,games_video,Legal Lyric Aggregation Service,43.7123092,-79.3995384,2005,$0
52cdef7d4bab8bd675298cef,Strateer,web,Trading Tools,40.714521,-74.007072,2008,$0
52cdef7d4bab8bd675298cf1,StreamFocus,public_relations,,37.78594,-122.3978,2006,$0
52cdef7d4bab8bd675298cf2,WRLDs,other,,47.739569,-122.344948,2007,$0
52cdef7d4bab8bd675298cf7,AFrame Digital,software,,38.875876,-77.220779,2005,$0
52cdef7d4bab8bd675298cf6,Ladies Who Launch,public_relations,,40.753877,-73.991512,2008,$0
52cdef7d4bab8bd675298cfa,Mobile Rider,software,,40.739109,-111.887733,2005,$0
52cdef7d4bab8bd675298cff,CollegeConvo,web,College Life Online,40.650291,-74.294395,2010,$0
52cdef7d4bab8bd675298d01,iPlaceBook,web,Location Information and social network,36.233048,-115.246776,2008,$0
52cdef7d4bab8bd675298d09,StartForce,web,,37.796164,-122.420903,2006,$6M
52cdef7d4bab8bd675298d14,Kite Gen,cleantech,,45.469963,9.163684,2007,$0
52cdef7d4bab8bd675298d17,Datanamic,software,,52.15251,4.519394,1999,$0
52cdef7d4bab8bd675298d18,Jungle Jam Tv,games_video,,44.494446,11.349231,2006,$0
52cdef7d4bab8bd675298d1a,Betaface,software,,48.1356316,11.5474791,2005,$0
52cdef7d4bab8bd675298d1b,Nexnet,software,,35.921428,-84.084137,2007,$0
52cdef7d4bab8bd675298d20,simple season,web,,34.039585,-118.255804,2006,$0
52cdef7d4bab8bd675298d1f,SpaBoom,ecommerce,,35.086388,-106.646185,2005,$1.3M
52cdef7d4bab8bd675298d11,Intelliworks,enterprise,CRM for Higher Education,39.116333,-77.181307,2004,$24M
52cdef7d4bab8bd675298d22,Capterra,search,online directory of business software.,38.888308,-77.087792,1999,$0
52cdef7d4bab8bd675298d24,Investor Avenue,public_relations,,39.911683,-105.041622,2007,$0
52cdef7d4bab8bd675298d1e,iePlexus,advertising,,47.810914,-122.295697,2005,$0
52cdef7d4bab8bd675298d1e,iePlexus,advertising,,33.5204236,-111.9258571,2005,$0
52cdef7d4bab8bd675298d25,Restyleme,web,Style advice and social network,38.692609,-121.267626,2008,$0
52cdef7d4bab8bd675298d23,Phonerental,mobile,,32.74444,-117.211471,2001,$0
52cdef7d4bab8bd675298d29,uCubd,web,Social media mashup platform,34.152678,-118.530535,2006,$0
52cdef7d4bab8bd675298d28,CultureMob,web,Local events discovery & promotion,47.603357,-122.33501,2007,$0
52cdef7d4bab8bd675298d16,iCall,mobile,Consumer VoIP provider,41.026439,-73.6271196,2006,$0
52cdef7d4bab8bd675298d27,Openfilm,games_video,Where creativity meets opportunity,25.887462,-80.166155,2007,$0
52cdef7d4bab8bd675298d2e,MyGreat,web,,51.211052,7.034349,2006,$0
52cdef7d4bab8bd675298d2c,Yield Software,advertising,Search engine marketing automation,37.558245,-122.302654,2007,$6M
52cdef7d4bab8bd675298d32,SquareClock,web,3D platform decor architecture,48.9064804,2.2860418,2007,$1.25M
52cdef7d4bab8bd675298d38,XRackPro,hardware,,33.827405,-118.33433,2005,$0
52cdef7d4bab8bd675298d37,Pivot,software,,42.364367,-71.078978,2004,$13.1M
52cdef7d4bab8bd675298d3e,mindSHIFT Technologies,enterprise,IT implementation,42.38532,-71.207055,1999,$19.1M
52cdef7d4bab8bd675298d40,Solomodels,network_hosting,,33.5093,-111.8985,2004,$0
52cdef7d4bab8bd675298d42,PerfectBusiness,web,Entrepreneurship Community and Resource,33.995974,-118.456709,2008,$0
52cdef7d4bab8bd675298d41,Sense Networks,mobile,Mobile location advertising,40.724647,-73.999636,2003,$9M
52cdef7d4bab8bd675298d47,Estilook,web,Fashion Social network,-23.548943,-46.638818,2008,$0
52cdef7d4bab8bd675298d4c,Wilogo,web,,45.509034,4.580496,2006,$0
52cdef7d4bab8bd675298d46,Brainware,software,,39.0601,-77.464018,2006,$0
52cdef7d4bab8bd675298d4e,BikerOrNot,network_hosting,,27.771455,-82.639902,2007,$0
52cdef7d4bab8bd675298d4b,Jalbum,software,,59.335897,18.08897,2006,$0
52cdef7d4bab8bd675298d50,Manifone,public_relations,,47.65394,-2.735728,2006,$0
52cdef7d4bab8bd675298d53,Cyber Technology,advertising,,39.956101,-82.995226,2004,$0
52cdef7d4bab8bd675298d4f,hiogi,mobile,hiogi runs a German knowledge community,52.529762,13.397398,2007,€100k
52cdef7d4bab8bd675298d55,K9Poker,other,,30.2669,-97.7428,2004,$0
52cdef7d4bab8bd675298d56,ScreenScape Networks,advertising,Community-based Digital Signage,46.234315,-63.127845,2007,$4M
52cdef7d4bab8bd675298d58,RedPost,software,,41.5849122,-85.8329972,2007,$0
52cdef7d4bab8bd675298d58,RedPost,software,,41.5850606,-85.8342029,2007,$0
52cdef7d4bab8bd675298d5e,Tapulous,mobile,iPhone application developer,37.444332,-122.161018,2008,$2.8M
52cdef7d4bab8bd675298d5b,Infusionsoft,software,Sales and Marketing Software,33.2871748,-111.8871813,2001,$72.9M
52cdef7d4bab8bd675298d64,Oronjo,web,,52.370331,4.917203,2007,$0
52cdef7d4bab8bd675298d63,Birthday Alarm,web,,37.783834,-122.392063,2001,$0
52cdef7d4bab8bd675298d66,be2,web,online matchmaking site,51.578714,8.093765,2004,€22.7M
52cdef7d4bab8bd675298d6b,Ziki,web,,40.733276,-73.9932793,2006,$0
52cdef7d4bab8bd675298d6f,FundraisingIP,other,,34.2007,-118.5393,2007,$0
52cdef7d4bab8bd675298d6a,zanox,web,,52.502642,13.446834,2000,$0
52cdef7d4bab8bd675298d6d,Tribe,web,,37.2399312,-121.9609305,2003,$3.05M
52cdef7d4bab8bd675298d75,Tipo,web,,31.046051,34.851612,2003,$0
52cdef7d4bab8bd675298d6e,Nimbit,music,career management solutions for music,42.272486,-71.424992,2004,$5.43M
52cdef7d4bab8bd675298d73,Jobirn,web,,37.3709977,-121.9235529,2007,$0
52cdef7d4bab8bd675298d74,ActiveHire,search,,30.286622,-97.826179,1999,$0
52cdef7d4bab8bd675298d7a,Codefast,software,Automated Software Development,37.316466,-121.873881,2004,$6.5M
52cdef7d4bab8bd675298d7e,RRD USA,mobile,,40.748342,-73.984606,2004,$0
52cdef7d4bab8bd675298d7f,Jobisjob,web,,41.487094,2.07732,2007,$0
52cdef7d4bab8bd675298d82,Lingro,web,,37.775196,-122.419204,2005,$0
52cdef7d4bab8bd675298d80,Twitpic,other,Photo Sharing,32.8537777,-79.9208632,2008,$0
52cdef7d4bab8bd675298d70,HireVue,web,Interview Software and Services,40.554467,-111.9137871,2004,$53M
52cdef7d4bab8bd675298d86,Accertify,security,Fraud prevention tools for merchants,42.048203,-88.031569,2007,$4.7M
52cdef7d4bab8bd675298d88,Grid Net,software,Smart grid software platform,37.781265,-122.393229,2006,$0
52cdef7d4bab8bd675298d83,Attention Span Media,other,Social Media Agency,34.06226,-118.343648,2007,$0
52cdef7d4bab8bd675298d8d,Faneebo,games_video,Music Fan community,33.921969,-117.249376,2008,$0
52cdef7d4bab8bd675298d8f,10to1,web,,51.1710646,4.3353896,2006,$0
52cdef7d4bab8bd675298d89,HealthiNation,web,Health and wellness video provider,40.739341,-73.988357,2005,$12M
52cdef7d4bab8bd675298d8e,mokono,advertising,Enabling bloggers to generate ad revenue,52.500888,13.420817,2006,$0
52cdef7d4bab8bd675298d93,Storagepipe,network_hosting,,43.6870156,-79.3990795,2001,$0
52cdef7d4bab8bd675298d96,Passitto,web,Professional Social Network,40.01831,-105.278025,2008,$0
52cdef7d4bab8bd675298d98,Firefly Energy,cleantech,lead-acid battery technologies,40.76652,-89.571813,2003,$31M
52cdef7d4bab8bd675298d9f,Table-Booking,network_hosting,,52.524616,13.404438,2007,$0
52cdef7d4bab8bd675298d9d,Bestofmedia Group,news,global media company,48.8704095,2.2246339,2000,$38.9M
52cdef7d4bab8bd675298d9d,Bestofmedia Group,news,global media company,34.0221299,-118.395743,2000,$38.9M
52cdef7d4bab8bd675298d5f,Practice Fusion,health,"Free,Web-based Electronic Health Records",37.7886717,-122.392725,2005,$155M
52cdef7d4bab8bd675298da5,Carfeine,software,Big data automotive marketing platform,38.989124,-77.026676,2012,$0
52cdef7d4bab8bd675298da2,Gameloft,mobile,,40.744034,-73.991034,1999,$0
52cdef7d4bab8bd675298da3,Ziipa,ecommerce,The Developers Marketplace,26.708395,-80.229012,2008,$0
52cdef7d4bab8bd675298da9,AttendEase,web,,49.283957,-123.106786,2004,$0
52cdef7d4bab8bd675298da7,EpikOne,consulting,,44.463844,-73.124793,2004,$0
52cdef7d4bab8bd675298dac,zintin,mobile,,37.422876,-122.199368,2007,$0
52cdef7d4bab8bd675298da8,Scintella Solutions,enterprise,Employee Scheduling Software,33.7790286,-84.3776399,2008,$10k
52cdef7d4bab8bd675298dad,TrademarkFly,enterprise,IP & Trademark Services,38.513839,-121.498894,2008,$55k
52cdef7d4bab8bd675298da1,Socialcast,enterprise,Social Business Communication Software,37.7819267,-122.3932389,2005,$9.4M
52cdef7d4bab8bd675298daf,Hyperic,software,management software for Web apps,37.4027811,-122.1441615,2004,$9.9M
52cdef7d4bab8bd675298db7,DontDateHimGirl,web,,32.6460331,-16.9147342,2006,$0
52cdef7d4bab8bd675298db0,Zenoss,software,Systems Management Software,38.97639,-76.503171,2005,$45.6M
52cdef7d4bab8bd675298db0,Zenoss,software,Systems Management Software,30.379593,-97.765313,2005,$45.6M
52cdef7d4bab8bd675298dc2,939 Design,web,,53.725204,-0.439392,2006,$0
52cdef7d4bab8bd675298dc0,Pink Banana Media,consulting,LBGT Web 2.0 Marketing,34.091073,-118.367701,2008,$0
52cdef7d4bab8bd675298dbf,CyberCoders,other,,33.666486,-117.754807,1999,$0
52cdef7d4bab8bd675298dbd,CrimeReports,web,crime mapping and alerting,40.726342,-111.858835,2007,$7.2M
52cdef7d4bab8bd675298dba,Ziippi,web,,37.4440981,-122.1612868,2011,$0
52cdef7d4bab8bd675298dc1,Vusion,games_video,end-to-end video distribution solutions,37.412069,-121.900366,2009,$0
52cdef7d4bab8bd675298dca,WatchDoit,other,,36.811069,-119.709092,2007,$0
52cdef7d4bab8bd675298dd2,MANHUNT,web,,42.3635847,-71.0824613,2002,$0
52cdef7d4bab8bd675298dc8,Dreamsoft Technologies,software,,53.616352,-2.15871,2007,$100k
52cdef7d4bab8bd675298dd5,Syntac Ventures,software,,-37.813339,144.970823,2007,$0
52cdef7d4bab8bd675298dd3,OnlineBootyCall,web,,32.7674437,-117.1566968,2003,$0
52cdef7d4bab8bd675298dd4,SocialBang,network_hosting,,51.4637732,-0.2999236,2005,$0
52cdef7d4bab8bd675298ddc,Wizario,ecommerce,,32.1682,34.8125,2007,$0
52cdef7d4bab8bd675298ddd,gAuto,ecommerce,Auto services marketplace platform,33.533027,-111.923849,2008,$350k
52cdef7d4bab8bd675298dde,Gratis Internet,advertising,,38.901294,-77.032034,2000,$0
52cdef7d4bab8bd675298ddf,Bizroof,enterprise,web-based applications,37.781249,-122.418829,2008,$0
52cdef7d4bab8bd675298dcc,Titan Gaming,games_video,,53.544711,-113.515769,2010,$1M
52cdef7d4bab8bd675298de6,Meetic,web,,48.84325,2.237803,2001,$0
52cdef7d4bab8bd675298de2,Bandsintown,music,Concert and Live Music Discovery,42.35888,-71.05682,2007,$375k
52cdef7d4bab8bd675298de2,Bandsintown,music,Concert and Live Music Discovery,40.745337,-73.980128,2007,$375k
52cdef7d4bab8bd675298de8,iPling,mobile,Mobile apps & SMS services,37.791391,-122.402859,2007,$700k
52cdef7d4bab8bd675298ded,Projity,enterprise,,37.568496,-122.306631,2004,$0
52cdef7d4bab8bd675298de3,Optaros,consulting,consulting and systems integration,42.356812,-71.058185,2004,$38.5M
52cdef7d4bab8bd675298dea,entreprise-facile,enterprise,,48.858472,2.309184,2007,$0
52cdef7d4bab8bd675298df0,NetSpend,other,,30.2667,-97.7428,1999,$5.33M
52cdef7d4bab8bd675298dfe,Zulu Creative,advertising,,52.588545,-1.830892,2002,$0
52cdef7d4bab8bd675298dff,Plutolife,mobile,,37.9668423,-122.5218253,1999,$0
52cdef7d4bab8bd675298dfc,LabPixies,web,personalized web content,32.0554,34.7595,2006,$1M
52cdef7d4bab8bd675298e0b,TradingUp Online,advertising,,40.752404,-73.992544,2007,$0
52cdef7d4bab8bd675298e0e,Vitrium Systems,advertising,,49.275198,-123.122169,2005,$0
52cdef7d4bab8bd675298e0a,Making Sense,software,Creating Enjoyable Apps,29.516352,-98.43676,2006,$0
52cdef7d4bab8bd675298e0a,Making Sense,software,Creating Enjoyable Apps,-34.5892808,-58.43297,2006,$0
52cdef7d4bab8bd675298e0a,Making Sense,software,Creating Enjoyable Apps,-38.0060917,-57.5582444,2006,$0
52cdef7d4bab8bd675298e07,Intacct,enterprise,Cloud Financial Applications,37.332948,-121.89053,1999,$64.8M
52cdef7d4bab8bd675298e17,Norada,enterprise,,51.0460135,-114.0788979,2008,$0
52cdef7d4bab8bd675298e18,Noofangle,advertising,,32.961486,-96.825516,2007,$0
52cdef7d4bab8bd675298e1c,WhatYah!,games_video,,-41.565586,147.196096,2006,$0
52cdef7d4bab8bd675298e15,Boxee,software,Open source social media,32.0554,34.7595,2004,$26.5M
52cdef7d4bab8bd675298e15,Boxee,software,Open source social media,40.745064,-73.992637,2004,$26.5M
52cdef7d4bab8bd675298e1a,Aurora Biofuels,cleantech,grows algae for producing bio-oil,37.6266932,-122.1169032,2007,$102M
52cdef7d4bab8bd675298e1a,Aurora Biofuels,cleantech,grows algae for producing bio-oil,37.6688205,-122.0807964,2007,$102M
52cdef7d4bab8bd675298e24,Lattiss,web,,37.3378083,-121.9945639,2006,$0
52cdef7d4bab8bd675298e31,NeighborCity,web,,37.775392,-122.412214,2007,$0
52cdef7d4bab8bd675298e2c,Bambuser,mobile,live video company,59.332788,18.064488,2007,$2.5M
52cdef7d4bab8bd675298e35,GARA Web Hosting,web,,42.585951,-83.126814,2006,$0
52cdef7d4bab8bd675298e36,MakeFive,other,,49.2839417,-123.1101383,2007,$0
52cdef7d4bab8bd675298e40,Flex2go,web,,34.157158,-118.485548,2001,$0
52cdef7d4bab8bd675298e44,iMediaBlitz,advertising,,28.642933,77.181639,2005,$0
52cdef7d4bab8bd675298e45,Bankaholic,web,,34.122322,-118.10529,2006,$0
52cdef7d4bab8bd675298e47,GeoMe,mobile,,41.387411,2.168518,2007,€300k
52cdef7d4bab8bd675298e4b,Wigadoo,web,,51.5016514,-0.0944873,2007,$0
52cdef7d4bab8bd675298e53,AskMeNow,mobile,,33.685479,-117.860559,2004,$0
52cdef7d4bab8bd675298e55,Channel Intelligence,web,,28.321337,-81.552229,1999,$3.01M
52cdef7d4bab8bd675298e55,Channel Intelligence,web,,51.500152,-0.126236,1999,$3.01M
52cdef7d4bab8bd675298e62,Serendipity IT,other,,-36.8915013,174.7078821,2006,$0
52cdef7d4bab8bd675298e61,Razz,software,,37.766909,-122.406676,2002,$10M
52cdef7d4bab8bd675298e6c,ZapTXT,enterprise,,37.42339,-122.089951,2006,$0
52cdef7d4bab8bd675298e69,Geekdom,web,Online Marketing Site,-33.860404,151.208584,2008,$0
52cdef7d4bab8bd675298e66,Xcerion,enterprise,Holding company Internet services,58.408922,15.626481,2001,$15.3M
52cdef7d4bab8bd675298e73,Media Bloggers Association,other,,40.915989,-73.785075,2004,$0
52cdef7d4bab8bd675298e75,Advantia VoIP Systems,mobile,,48.4275,-123.367259,2006,$0
52cdef7d4bab8bd675298e74,Lolz,web,,40.743563,-73.993274,2007,$0
52cdef7d4bab8bd675298e64,InsideView,enterprise,Sales Intelligence,37.764169,-122.402021,2005,$56.5M
52cdef7d4bab8bd675298e79,MYSTYLEPOST,network_hosting,,40.754901,-73.989622,2007,$0
52cdef7d4bab8bd675298e77,GrowVotes,network_hosting,,39.048261,-76.447526,2007,$0
52cdef7d4bab8bd675298e77,GrowVotes,network_hosting,,52.547574,13.414455,2007,$0
52cdef7d4bab8bd675298e7e,1915 Studios,web,Church Website Builder,45.545447,-73.639076,2004,$0
52cdef7d4bab8bd675298e7c,ListensToYou,advertising,,40.731392,-73.9884,2007,$0
52cdef7d4bab8bd675298e7d,Ecordia,advertising,,32.980134,-96.831365,2007,$0
52cdef7d4bab8bd675298e82,Sonibyte,web,,40.769466,-73.950845,2006,$0
52cdef7d4bab8bd675298e89,CityTrex,public_relations,,32.080963,-81.094231,2007,$0
52cdef7d4bab8bd675298e87,NewsOrViews,web,,37.780134,-122.396744,2007,$0
52cdef7d4bab8bd675298e8c,Lat49,advertising,Geolocation Advertising,49.275332,-123.120893,2007,$3.8M
52cdef7d4bab8bd675298e81,Bootup Labs,consulting,startup seed accelerator,49.2846085,-123.110394,2008,C$350k
52cdef7d4bab8bd675298e94,Celsias,public_relations,action-based climate change website,-41.282064,174.775566,2006,$500k
52cdef7d4bab8bd675298e90,Clickability,enterprise,On-Demand Web content management,37.7932747,-122.399929,1999,$11.5M
52cdef7d4bab8bd675298e9b,Dojo Learning,enterprise,Online Employee Training,49.883712,-97.190112,2008,$0
52cdef7d4bab8bd675298e9a,Jibe Mobile,mobile,,37.4186097,-122.0937686,2006,$9.1M
52cdef7d4bab8bd675298e9e,LoudClick,software,Distributed Content Management System,44.86495,-93.288479,2006,$600k
52cdef7d4bab8bd675298e9d,Ziplocal,search,Online Local Serach Engine,43.650105,-79.396805,2006,C$15.3M
52cdef7d4bab8bd675298e9d,Ziplocal,search,Online Local Serach Engine,45.498179,-73.565316,2006,C$15.3M
52cdef7d4bab8bd675298ea5,HIRO Media,advertising,,32.0554,34.7595,2004,$5M
52cdef7d4bab8bd675298ea9,Roll A Name,network_hosting,,45.545447,-73.639076,2006,$0
52cdef7d4bab8bd675298ea1,AdOn Network,advertising,,33.445096,-111.9600942,1999,$0
52cdef7d4bab8bd675298ea1,AdOn Network,advertising,,40.775856,-73.424227,1999,$0
52cdef7d4bab8bd675298eaf,Tikatok,web,,42.45848,-71.246417,2007,$0
